"1373526295", "500042", "5", "11", "0.00"
"1373529894", "500042", "4", "11", "0.00"
"1373533494", "500042", "3", "11", "0.00"
"1373537095", "500042", "3", "11", "0.00"
"1373540695", "500042", "2", "11", "0.00"
"1373544294", "500042", "3", "11", "0.00"
"1373547895", "500042", "2", "11", "0.00"
"1373551494", "500042", "2", "7", "3.00"
"1373555094", "500042", "3", "7", "3.00"
"1373558694", "500042", "4", "7", "3.00"
"1373562295", "500042", "6", "7", "3.00"
"1373565894", "500042", "6", "7", "3.00"
"1373569494", "500042", "6", "7", "5.50"
"1373573094", "500042", "6", "7", "5.50"
"1373576694", "500042", "5", "7", "5.50"
"1373580294", "500042", "5", "7", "5.50"
"1373583895", "500042", "6", "7", "5.50"
"1373587495", "500042", "6", "7", "5.50"
"1373591094", "500042", "10", "11", "0.00"
"1373594694", "500042", "10", "11", "0.00"
"1373598294", "500042", "10", "11", "0.00"
"1373601894", "500042", "9", "11", "0.00"
"1373605494", "500042", "9", "11", "0.00"
"1373609094", "500042", "6", "11", "0.00"
