"1371798298", "864041", "3", "7", "0.00"
"1371801897", "864041", "3", "7", "0.00"
"1371805497", "864041", "3", "7", "0.00"
"1371809097", "864041", "3", "7", "0.00"
"1371812697", "864041", "3", "7", "0.00"
"1371816297", "864041", "3", "7", "0.00"
"1371819897", "864041", "5", "7", "0.00"
"1371823497", "864041", "6", "7", "3.50"
"1371827097", "864041", "4", "7", "3.50"
"1371830698", "864041", "5", "7", "3.50"
"1371834297", "864041", "5", "7", "3.50"
"1371837898", "864041", "6", "7", "3.50"
"1371841497", "864041", "6", "7", "3.50"
"1371845097", "864041", "5", "7", "3.50"
"1371848697", "864041", "5", "7", "3.50"
"1371852297", "864041", "3", "7", "3.50"
"1371855897", "864041", "3", "7", "3.50"
"1371859497", "864041", "2", "7", "3.50"
"1371863097", "864041", "3", "7", "7.00"
"1371866697", "864041", "1", "7", "7.00"
"1371870297", "864041", "3", "7", "7.00"
"1371873897", "864041", "1", "7", "7.00"
"1371877497", "864041", "2", "7", "0.00"
"1371881097", "864041", "2", "7", "0.00"
