"1374476693", "354221", "4", "17", "0.00"
"1374480292", "354221", "3", "17", "0.00"
"1374483893", "354221", "3", "17", "0.00"
"1374487494", "354221", "3", "17", "0.00"
"1374491093", "354221", "4", "17", "0.00"
"1374494692", "354221", "4", "17", "0.00"
"1374498293", "354221", "4", "17", "0.00"
"1374501892", "354221", "6", "17", "0.00"
"1374505492", "354221", "6", "15", "0.00"
"1374509092", "354221", "4", "15", "3.50"
"1374512692", "354221", "10", "15", "3.50"
"1374516292", "354221", "12", "15", "3.50"
"1374519893", "354221", "11", "15", "3.50"
"1374523493", "354221", "9", "15", "3.50"
"1374527093", "354221", "9", "15", "3.50"
"1374530692", "354221", "11", "15", "3.50"
"1374534293", "354221", "7", "15", "3.50"
"1374537892", "354221", "7", "15", "3.50"
"1374541492", "354221", "11", "17", "0.00"
"1374545093", "354221", "11", "17", "0.00"
"1374548692", "354221", "12", "17", "0.00"
"1374552292", "354221", "12", "17", "0.00"
"1374555893", "354221", "11", "17", "0.00"
"1374559492", "354221", "7", "17", "0.00"
