"1376550290", "931", "109", "843", "1.00"
"1376553889", "931", "109", "843", "1.00"
"1376557489", "931", "-99", "-99", "1.00"
"1376561090", "931", "-99", "-99", "1.00"
"1376564689", "931", "-99", "-99", "1.00"
"1376568289", "931", "-99", "-99", "1.00"
"1376571889", "931", "111", "843", "1.00"
"1376575489", "931", "129", "843", "1.00"
"1376579089", "931", "191", "843", "1.00"
"1376582689", "931", "389", "843", "2.50"
"1376586289", "931", "517", "843", "2.50"
"1376589889", "931", "576", "843", "2.50"
"1376593490", "931", "568", "843", "2.50"
"1376597090", "931", "569", "843", "2.50"
"1376600689", "931", "609", "843", "2.50"
"1376604289", "931", "574", "843", "2.00"
"1376607889", "931", "515", "843", "2.00"
"1376611489", "931", "374", "843", "2.00"
"1376615089", "931", "268", "843", "1.00"
"1376618689", "931", "230", "843", "1.00"
"1376622289", "931", "196", "843", "1.00"
"1376625889", "931", "157", "843", "1.00"
"1376629489", "931", "127", "843", "1.00"
"1376633089", "931", "118", "843", "1.00"
