"1378364687", "500002", "4", "5", "0.00"
"1378368286", "500002", "4", "5", "0.00"
"1378371886", "500002", "5", "5", "0.00"
"1378375486", "500002", "5", "5", "0.00"
"1378379086", "500002", "5", "5", "0.00"
"1378382687", "500002", "5", "5", "0.00"
"1378386287", "500002", "5", "5", "0.00"
"1378389886", "500002", "3", "3", "0.00"
"1378393486", "500002", "3", "3", "0.00"
"1378397086", "500002", "3", "3", "4.75"
"1378400687", "500002", "3", "3", "4.75"
"1378404287", "500002", "3", "3", "4.75"
"1378407886", "500002", "3", "3", "5.25"
"1378411486", "500002", "3", "3", "5.25"
"1378415086", "500002", "3", "3", "5.25"
"1378418687", "500002", "3", "3", "5.25"
"1378422286", "500002", "3", "3", "5.25"
"1378425886", "500002", "3", "3", "5.25"
"1378429486", "500002", "5", "5", "0.00"
"1378433086", "500002", "5", "5", "0.00"
"1378436686", "500002", "5", "5", "0.00"
"1378440287", "500002", "5", "5", "0.00"
"1378443886", "500002", "5", "5", "0.00"
"1378447486", "500002", "5", "5", "0.00"
