"1373007895", "326081", "5", "11", "0.00"
"1373011495", "326081", "7", "11", "0.00"
"1373015096", "326081", "7", "11", "0.00"
"1373018696", "326081", "6", "11", "0.00"
"1373022295", "326081", "5", "11", "0.00"
"1373025895", "326081", "6", "11", "0.00"
"1373029495", "326081", "6", "11", "0.00"
"1373033095", "326081", "6", "10", "0.50"
"1373036695", "326081", "4", "8", "0.50"
"1373040295", "326081", "4", "8", "0.50"
"1373043895", "326081", "6", "8", "0.50"
"1373047495", "326081", "7", "8", "0.50"
"1373051095", "326081", "7", "7", "3.75"
"1373054694", "326081", "8", "9", "3.75"
"1373058295", "326081", "8", "10", "3.75"
"1373061895", "326081", "8", "10", "2.75"
"1373065495", "326081", "8", "10", "2.75"
"1373069095", "326081", "7", "8", "2.75"
"1373072695", "326081", "7", "8", "2.75"
"1373076295", "326081", "8", "9", "0.00"
"1373079895", "326081", "8", "9", "0.00"
"1373083494", "326081", "8", "9", "0.00"
"1373087094", "326081", "6", "9", "0.00"
"1373090695", "326081", "6", "9", "0.00"
