"1376291089", "700081", "4", "14", "0.00"
"1376294689", "700081", "4", "14", "0.00"
"1376298289", "700081", "4", "14", "0.00"
"1376301890", "700081", "4", "14", "0.00"
"1376305489", "700081", "4", "14", "0.00"
"1376309090", "700081", "4", "14", "0.00"
"1376312690", "700081", "4", "14", "0.00"
"1376316289", "700081", "4", "14", "0.00"
"1376319890", "700081", "1", "11", "0.00"
"1376323489", "700081", "3", "11", "0.50"
"1376327089", "700081", "4", "11", "0.50"
"1376330690", "700081", "3", "11", "0.50"
"1376334290", "700081", "6", "11", "3.25"
"1376337889", "700081", "3", "11", "3.25"
"1376341490", "700081", "5", "11", "3.25"
"1376345089", "700081", "4", "11", "4.00"
"1376348690", "700081", "4", "11", "4.00"
"1376352289", "700081", "5", "11", "4.00"
"1376355890", "700081", "7", "14", "0.00"
"1376359489", "700081", "8", "14", "0.00"
"1376363089", "700081", "8", "14", "0.00"
"1376366690", "700081", "8", "14", "0.00"
"1376370290", "700081", "6", "14", "0.00"
"1376373889", "700081", "7", "14", "0.00"
