"1376550290", "203071", "6", "8", "0.00"
"1376553889", "203071", "5", "8", "0.00"
"1376557489", "203071", "0", "0", "-2.00"
"1376561090", "203071", "0", "0", "-2.00"
"1376564689", "203071", "0", "0", "-2.00"
"1376568289", "203071", "0", "0", "-2.00"
"1376571889", "203071", "6", "8", "0.00"
"1376575489", "203071", "6", "8", "0.00"
"1376579089", "203071", "6", "8", "0.00"
"1376582689", "203071", "5", "7", "3.25"
"1376586289", "203071", "6", "7", "3.25"
"1376589889", "203071", "6", "7", "3.25"
"1376593490", "203071", "6", "7", "4.25"
"1376597090", "203071", "6", "7", "4.25"
"1376600689", "203071", "6", "7", "4.25"
"1376604289", "203071", "6", "7", "3.00"
"1376607889", "203071", "5", "7", "3.00"
"1376611489", "203071", "5", "7", "3.00"
"1376615089", "203071", "5", "7", "0.25"
"1376618689", "203071", "5", "7", "0.25"
"1376622289", "203071", "5", "8", "0.25"
"1376625889", "203071", "6", "8", "0.25"
"1376629489", "203071", "5", "8", "0.00"
"1376633089", "203071", "4", "8", "0.00"
