"1373871894", "415132", "2", "6", "0.00"
"1373875493", "415132", "3", "6", "0.00"
"1373879094", "415132", "3", "6", "0.00"
"1373882694", "415132", "3", "6", "0.00"
"1373886294", "415132", "2", "6", "0.00"
"1373889894", "415132", "2", "6", "0.00"
"1373893493", "415132", "2", "6", "0.00"
"1373897093", "415132", "3", "6", "0.00"
"1373900694", "415132", "3", "6", "0.00"
"1373904293", "415132", "2", "6", "0.25"
"1373907893", "415132", "2", "6", "0.25"
"1373911493", "415132", "1", "6", "0.25"
"1373915093", "415132", "4", "6", "1.00"
"1373918693", "415132", "4", "6", "1.00"
"1373922294", "415132", "3", "6", "1.00"
