"1376550290", "359241", "2", "8", "0.00"
"1376553889", "359241", "2", "8", "0.00"
"1376557489", "359241", "3", "9", "0.00"
"1376561090", "359241", "3", "9", "0.00"
"1376564689", "359241", "3", "9", "0.00"
"1376568289", "359241", "3", "9", "0.00"
"1376571889", "359241", "4", "9", "0.00"
"1376575489", "359241", "5", "9", "0.00"
"1376579089", "359241", "6", "7", "0.00"
"1376582689", "359241", "5", "7", "4.50"
"1376586289", "359241", "6", "7", "4.50"
"1376589889", "359241", "5", "7", "4.50"
"1376593490", "359241", "5", "7", "4.50"
"1376597090", "359241", "4", "7", "4.50"
"1376600689", "359241", "5", "7", "4.50"
"1376604289", "359241", "5", "7", "4.50"
"1376607889", "359241", "4", "7", "4.50"
"1376611489", "359241", "4", "7", "4.50"
"1376615089", "359241", "5", "8", "0.00"
"1376618689", "359241", "6", "8", "0.00"
"1376622289", "359241", "6", "8", "0.00"
"1376625889", "359241", "5", "8", "0.00"
"1376629489", "359241", "2", "8", "0.00"
"1376633089", "359241", "2", "8", "0.00"
