"1377673488", "202072", "0", "0", "-2.00"
"1377677088", "202072", "0", "0", "-2.00"
"1377680688", "202072", "0", "0", "-2.00"
"1377684288", "202072", "0", "0", "-2.00"
"1377687887", "202072", "0", "0", "-2.00"
"1377691487", "202072", "0", "0", "-2.00"
"1377695087", "202072", "2", "4", "0.00"
"1377698688", "202072", "2", "4", "0.00"
"1377702287", "202072", "2", "4", "0.00"
"1377705888", "202072", "1", "4", "2.50"
"1377709487", "202072", "1", "4", "2.50"
"1377713087", "202072", "1", "4", "2.50"
"1377716687", "202072", "1", "4", "4.50"
"1377720288", "202072", "4", "4", "4.50"
"1377723888", "202072", "2", "4", "4.50"
"1377727487", "202072", "3", "4", "2.00"
"1377731087", "202072", "2", "4", "2.00"
"1377734687", "202072", "3", "4", "2.00"
"1377738287", "202072", "3", "4", "0.50"
"1377741887", "202072", "4", "4", "0.50"
"1377745487", "202072", "4", "4", "0.50"
"1377754188", "202072", "4", "4", "0.00"
"1377757787", "202072", "4", "4", "0.00"
