"1375340692", "585031", "0", "6", "0.00"
"1375344291", "585031", "0", "6", "0.00"
"1375347891", "585031", "0", "0", "-2.00"
"1375351491", "585031", "0", "0", "-2.00"
"1375355091", "585031", "0", "0", "-2.00"
"1375358691", "585031", "0", "0", "-2.00"
"1375362292", "585031", "0", "6", "0.00"
"1375365891", "585031", "0", "3", "0.75"
"1375369491", "585031", "0", "3", "0.75"
"1375373091", "585031", "0", "3", "0.75"
"1375376691", "585031", "0", "3", "0.75"
"1375380291", "585031", "0", "3", "0.75"
"1375383891", "585031", "0", "3", "2.00"
"1375387491", "585031", "0", "3", "2.00"
"1375391091", "585031", "0", "3", "2.00"
"1375394692", "585031", "0", "3", "1.50"
"1375398291", "585031", "0", "3", "1.50"
"1375401891", "585031", "0", "3", "1.50"
"1375405491", "585031", "0", "3", "1.50"
"1375409091", "585031", "1", "6", "0.00"
"1375412691", "585031", "0", "6", "0.00"
"1375416291", "585031", "0", "6", "0.00"
"1375419891", "585031", "0", "6", "0.00"
"1375423491", "585031", "0", "6", "0.00"
