"1378191886", "651022", "0", "6", "0.00"
"1378195487", "651022", "0", "6", "0.00"
"1378199086", "651022", "0", "0", "-2.00"
"1378202687", "651022", "0", "0", "-2.00"
"1378206287", "651022", "0", "0", "-2.00"
"1378209887", "651022", "0", "0", "-2.00"
"1378213487", "651022", "0", "6", "0.00"
"1378217086", "651022", "0", "0", "-4.00"
"1378220686", "651022", "0", "0", "-4.00"
"1378224287", "651022", "0", "0", "-4.00"
"1378227887", "651022", "0", "0", "-4.00"
"1378231487", "651022", "0", "0", "-4.00"
"1378235086", "651022", "0", "0", "-4.00"
"1378238686", "651022", "0", "0", "-4.00"
"1378242287", "651022", "0", "0", "-4.00"
"1378245886", "651022", "0", "0", "-3.00"
"1378249486", "651022", "0", "0", "-3.00"
"1378253086", "651022", "0", "0", "-3.00"
"1378256686", "651022", "0", "0", "-3.00"
"1378260287", "651022", "0", "6", "0.00"
"1378263886", "651022", "0", "6", "0.00"
"1378267486", "651022", "0", "6", "0.00"
"1378271087", "651022", "0", "6", "0.00"
"1378274686", "651022", "0", "6", "0.00"
